5             11177.5983
1             11050.4321
10            7605.0655
6             7324.9791
2             5893.2497
9             4819.2076
12            3905.0614
13            2947.9282
14            2852.6752
3             2804.9863
11            2514.5484
8             2285.1896
15            1977.1982
4             1256.4669
16            796.3999
7             632.2851
